sourceTaxonName	sourceTaxonSpeciesName	sourceTaxonRank	sourceTaxonFamilyName	interactionTypeName	targetTaxonName	targetTaxonSpeciesName	targetTaxonRank	sourceCitation	sourceDOI	referenceDoi	referenceUrl	referenceCitation	sourceTaxonKingdomName	targetTaxonKingdomName
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/8534176	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/7676674	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9424849	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9813200	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10924796	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10756040	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/11504410	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/11689649	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/11799167	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/11996686	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/238050	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa domesticus	Sus scrofa	subspecies	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/238050	Viruses	Metazoa
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/15772331	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/11773416	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa domesticus	Sus scrofa	subspecies	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/11773416	Viruses	Metazoa
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/17299708	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/11774897	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa domesticus	Sus scrofa	subspecies	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/11774897	Viruses	Metazoa
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/17194199	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa domesticus	Sus scrofa	subspecies	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/17194199	Viruses	Metazoa
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/19853679	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa domesticus	Sus scrofa	subspecies	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/19853679	Viruses	Metazoa
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/566768	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/8433340	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/19857523	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa domesticus	Sus scrofa	subspecies	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/19857523	Viruses	Metazoa
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/22989182	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa domesticus	Sus scrofa	subspecies	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/23468490	Viruses	Metazoa
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/23468490	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sus scrofa	Sus scrofa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/1875367	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	pathogenOf	Sylvilagus audubonii	Sylvilagus audubonii	species	Shaw, LP, Wang, AD, Dylus, D, et al. The phylogenetic range of bacterial and viral pathogens of vertebrates. Mol Ecol. 2020; 29: 3361– 3379. https://doi.org/10.1111/mec.15463				https://www.ncbi.nlm.nih.gov/pubmed/16350203	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sylvilagus audubonii	Sylvilagus audubonii	species	Rory Gibb, Colin J. Carlson, & Maxwell J Farrell. (2021, January 12). viralemergence/clover: Preprint + Zenodo (Version v0.1.1). Zenodo. http://doi.org/10.5281/zenodo.4435128		10.5281/zenodo.4435128		Wardeh et al. 2015 Sci Data	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	pathogenOf	Sylvilagus floridanus	Sylvilagus floridanus	species	Shaw, LP, Wang, AD, Dylus, D, et al. The phylogenetic range of bacterial and viral pathogens of vertebrates. Mol Ecol. 2020; 29: 3361– 3379. https://doi.org/10.1111/mec.15463				https://www.ncbi.nlm.nih.gov/pubmed/16350203	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sylvilagus floridanus	Sylvilagus floridanus	species	Rory Gibb, Colin J. Carlson, & Maxwell J Farrell. (2021, January 12). viralemergence/clover: Preprint + Zenodo (Version v0.1.1). Zenodo. http://doi.org/10.5281/zenodo.4435128		10.5281/zenodo.4435128		Wardeh et al. 2015 Sci Data	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	pathogenOf	Sylvilagus nuttallii	Sylvilagus nuttallii	species	Shaw, LP, Wang, AD, Dylus, D, et al. The phylogenetic range of bacterial and viral pathogens of vertebrates. Mol Ecol. 2020; 29: 3361– 3379. https://doi.org/10.1111/mec.15463				https://www.ncbi.nlm.nih.gov/pubmed/16350203	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Sylvilagus nuttallii	Sylvilagus nuttallii	species	Rory Gibb, Colin J. Carlson, & Maxwell J Farrell. (2021, January 12). viralemergence/clover: Preprint + Zenodo (Version v0.1.1). Zenodo. http://doi.org/10.5281/zenodo.4435128		10.5281/zenodo.4435128		Wardeh et al. 2015 Sci Data	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	pathogenOf	Transandinomys bolivaris	Transandinomys bolivaris	species	Shaw, LP, Wang, AD, Dylus, D, et al. The phylogenetic range of bacterial and viral pathogens of vertebrates. Mol Ecol. 2020; 29: 3361– 3379. https://doi.org/10.1111/mec.15463				https://www.ncbi.nlm.nih.gov/pubmed/27101567	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Transandinomys bolivaris	Transandinomys bolivaris	species	Rory Gibb, Colin J. Carlson, & Maxwell J Farrell. (2021, January 12). viralemergence/clover: Preprint + Zenodo (Version v0.1.1). Zenodo. http://doi.org/10.5281/zenodo.4435128		10.5281/zenodo.4435128		Wardeh et al. 2015 Sci Data	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	pathogenOf	Turdus grayi	Turdus grayi	species	Shaw, LP, Wang, AD, Dylus, D, et al. The phylogenetic range of bacterial and viral pathogens of vertebrates. Mol Ecol. 2020; 29: 3361– 3379. https://doi.org/10.1111/mec.15463				https://www.ncbi.nlm.nih.gov/pubmed/16350203	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	pathogenOf	Urocyon cinereoargenteus	Urocyon cinereoargenteus	species	Shaw, LP, Wang, AD, Dylus, D, et al. The phylogenetic range of bacterial and viral pathogens of vertebrates. Mol Ecol. 2020; 29: 3361– 3379. https://doi.org/10.1111/mec.15463				https://www.ncbi.nlm.nih.gov/pubmed/4151413	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	hasHost	Urocyon cinereoargenteus	Urocyon cinereoargenteus	species	Rory Gibb, Colin J. Carlson, & Maxwell J Farrell. (2021, January 12). viralemergence/clover: Preprint + Zenodo (Version v0.1.1). Zenodo. http://doi.org/10.5281/zenodo.4435128		10.5281/zenodo.4435128		Wardeh et al. 2015 Sci Data	Viruses	Animalia
Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus	species	Togaviridae	pathogenOf	Uroderma bilobatum	Uroderma bilobatum	species	Willoughby AR, Phelps KL, Olival KJ, Predict Consortium. A comparative analysis of viral richness and viral sharing in cave-roosting bats. Diversity. 2017 Sep;9(3):35.		10.1128/CMR.00017-06		Calisher, C.H.; Childs, J.E.; Field, H.E.; Holmes, K.V.; Schountz T. Bats: important reservoir hosts of emerging viruses. Clin. Microbiol. Rev. 2006, 19(3), 531-545. 	Viruses	Animalia
