"","id","source","target","interaction","citation","doi","reference","referenceDOI","referenceURL"
"1030","Syritta pipiensSilene dioica","Syritta pipiens","Silene dioica","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1031","Syritta pipiensSilene latifolia","Syritta pipiens","Silene latifolia","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1032","Syritta pipiensSisymbrium officinale","Syritta pipiens","Sisymbrium officinale","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1033","Syritta pipiensSisymbrium orientale","Syritta pipiens","Sisymbrium orientale","pollinates","Web of Life. http://www.web-of-life.es .","None","Petanidou, T. (1991). Pollination ecology in a phryganic ecosystem. Unp. PhD. Thesis, Aristotelian University, Thessaloniki.","None","None"
"1034","Syritta pipiensSmyrnium olusatrum","Syritta pipiens","Smyrnium olusatrum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1035","Syritta pipiensSolanum lycopersicum","Syritta pipiens","Solanum lycopersicum","hasHost","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Hayley Nasman. 2021. Syritta pipiens insect host plant Solanum lycopersicum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/92855905> on 17 Nov 2021.","None","None"
"1036","Syritta pipiensSolidago canadensis","Syritta pipiens","Solidago canadensis","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Tig. 2018. Syritta pipiens nectar plant Solidago canadensis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/16008814> on 17 Nov 2021.","None","None"
"1037","Syritta pipiensSolidago virgaurea","Syritta pipiens","Solidago virgaurea","pollinates","Web of Life. http://www.web-of-life.es .","None","Dupont & Olesen(2009). J. Animal Ecology, 78:346-353.","None","None"
"1038","Syritta pipiensSonchus arvensis","Syritta pipiens","Sonchus arvensis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1039","Syritta pipiensSonchus asper","Syritta pipiens","Sonchus asper","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1040","Syritta pipiensSpiraea alba","Syritta pipiens","Spiraea alba","visitsFlowersOf","Sarah E Miller. 6/19/2015. Species associations manually extracted from datasets https://www.nceas.ucsb.edu/interactionweb/resources.html.","10.5281/zenodo.258201","Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.","None","None"
"1041","Syritta pipiensStellaria holostea","Syritta pipiens","Stellaria holostea","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1042","Syritta pipiensStellaria media","Syritta pipiens","Stellaria media","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1043","Syritta pipiensStyphnolobium japonicum","Syritta pipiens","Styphnolobium japonicum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Duarte Frade. 2016. Syritta pipiens interaction->visited flower of Styphnolobium japonicum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/36171534> on 17 Nov 2021.","None","None"
"1044","Syritta pipiensSuccisa pratensis","Syritta pipiens","Succisa pratensis","pollinates","Web of Life. http://www.web-of-life.es .","None","Dupont & Olesen(2009). J. Animal Ecology, 78:346-353.","None","None"
"1045","Syritta pipiensSymphyotrichum novae-angliae","Syritta pipiens","Symphyotrichum novae-angliae","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Joe Bartok. 2019. Syritta pipiens nectar plant Symphyotrichum novae-angliae. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/33746841> on 17 Nov 2021.","None","None"
"1046","Syritta pipiensSymphyotrichum salignum","Syritta pipiens","Symphyotrichum salignum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1047","Syritta pipiensSyringa vulgaris","Syritta pipiens","Syringa vulgaris","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1048","Syritta pipiensTanacetum vulgare","Syritta pipiens","Tanacetum vulgare","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","christine123. 2008. Syritta pipiens nectar plant Tanacetum vulgare. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/18342989> on 17 Nov 2021.","None","None"
"1049","Syritta pipiensThymus pulegioides","Syritta pipiens","Thymus pulegioides","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1050","Syritta pipiensThymus serpyllum","Syritta pipiens","Thymus serpyllum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1051","Syritta pipiensTorilis arvensis","Syritta pipiens","Torilis arvensis","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Alexis Babayan. 2019. Syritta pipiens nectar plant Torilis arvensis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/30796992> on 17 Nov 2021.","None","None"
"1052","Syritta pipiensTorilis japonica","Syritta pipiens","Torilis japonica","pollinates","Web of Life. http://www.web-of-life.es .","None","Memmott J. 1999. The structure of a plant-pollinator food web. Ecology Letters 2:276-280.","None","None"
"1053","Syritta pipiensTrifolium dubium","Syritta pipiens","Trifolium dubium","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1054","Syritta pipiensTrifolium hybridum","Syritta pipiens","Trifolium hybridum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1055","Syritta pipiensTrifolium medium","Syritta pipiens","Trifolium medium","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1056","Syritta pipiensTrifolium pratense","Syritta pipiens","Trifolium pratense","pollinates","Web of Life. http://www.web-of-life.es .","None","Memmott J. 1999. The structure of a plant-pollinator food web. Ecology Letters 2:276-280.","None","None"
"1057","Syritta pipiensTrifolium repens","Syritta pipiens","Trifolium repens","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1058","Syritta pipiensTripleurospermum inodorum","Syritta pipiens","Tripleurospermum inodorum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Michaela Seal. 2021. Syritta pipiens interaction->visited flower of Tripleurospermum inodorum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/90076397> on 17 Nov 2021.","None","None"
"1059","Syritta pipiensTripleurospermum maritimum","Syritta pipiens","Tripleurospermum maritimum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1060","Syritta pipiensVaccinium vitis-idaea","Syritta pipiens","Vaccinium vitis-idaea","pollinates","Web of Life. http://www.web-of-life.es .","None","Dupont & Olesen(2009). J. Animal Ecology, 78:346-353.","None","None"
"1061","Syritta pipiensVerbena hastata","Syritta pipiens","Verbena hastata","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Chris Kreussling (Flatbush Gardener). 2014. Syritta pipiens interaction->visited flower of Verbena hastata. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/39478482> on 17 Nov 2021.","None","None"
"1062","Syritta pipiensVeronica chamaedrys","Syritta pipiens","Veronica chamaedrys","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","<U+0413><U+0435><U+043E><U+0440><U+0433><U+0438><U+0439> <U+0412><U+0438><U+043D><U+043E><U+0433><U+0440><U+0430><U+0434><U+043E><U+0432> (Georgy Vinogradov). 2014. Syritta pipiens nectar plant Veronica chamaedrys. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/66064899> on 17 Nov 2021.","None","None"
"1063","Syritta pipiensVicia sepium","Syritta pipiens","Vicia sepium","visitsFlowersOf","Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118","None","doi:10.5061/dryad.3s36r118","10.5061/dryad.3s36r118","None"
"1064","Episyrphus balteatusAngelica sylvestris","Episyrphus balteatus","Angelica sylvestris","pollinates","Web of Life. http://www.web-of-life.es .","None","Bek S (2006). A pollination network from a Danish forest meadow. MSc thesis (Univ of Aarhus, Aarhus, Denmark).","None","None"
"1065","Episyrphus balteatusAcer campestre","Episyrphus balteatus","Acer campestre","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1066","Episyrphus balteatusAcer platanoides","Episyrphus balteatus","Acer platanoides","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1067","Episyrphus balteatusAcer pseudoplatanus","Episyrphus balteatus","Acer pseudoplatanus","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1068","Episyrphus balteatusAchillea millefolium","Episyrphus balteatus","Achillea millefolium","visitsFlowersOf","Sarah E Miller. 5/30/2016. Interations from various papers.","10.5281/zenodo.258199","Fründ, J., Linsenmair, K.E. and Blüthgen, N., 2010. Pollinator diversity and specialization in relation to flower diversity. Oikos, 119(10), pp.1581-1590.","None","None"
"1069","Episyrphus balteatusAegopodium podagraria","Episyrphus balteatus","Aegopodium podagraria","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"1070","Episyrphus balteatusAesculus hippocastanum","Episyrphus balteatus","Aesculus hippocastanum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
