"target_taxon","source_taxon_name","interaction_type","db","query","genus","family","order","class","phylum","kingdom"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga variegata","eatenBy","ncbi","Sarcophaga variegata","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Phasia aurigera","eatenBy","ncbi","Phasia aurigera","Phasia","Tachinidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Chrysomya albiceps","eatenBy","ncbi","Chrysomya albiceps","Chrysomya","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga variegata","eatenBy","ncbi","Sarcophaga variegata","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hydrotaea ignava","eatenBy","ncbi","Hydrotaea ignava","Hydrotaea","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Araneidae","eatenBy","ncbi","Araneidae",NA,"Araneidae","Araneae","Arachnida","Arthropoda","Metazoa"
"Vespa velutina","Eristalis tenax","eatenBy","ncbi","Eristalis tenax","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vertebrata","eatenBy","ncbi","Vertebrata",NA,NA,NA,NA,"Chordata","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Scaeva pyrastri","preyedUponBy","ncbi","Scaeva pyrastri","Scaeva","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Eristalis pertinax","eatenBy","ncbi","Eristalis pertinax","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Halictidae","eatenBy","ncbi","Halictidae",NA,"Halictidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Mantis religiosa","eatenBy","ncbi","Mantis religiosa","Mantis","Mantidae","Mantodea","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hymenoptera","eatenBy","ncbi","Hymenoptera",NA,NA,"Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Eupeodes latifasciatus","preyedUponBy","ncbi","Eupeodes latifasciatus","Eupeodes","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Lucilia sericata","eatenBy","ncbi","Lucilia sericata","Lucilia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Autographa gamma","eatenBy","ncbi","Autographa gamma","Autographa","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Eristalis","eatenBy","ncbi","Eristalis","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Pollenia rudis","eatenBy","ncbi","Pollenia rudis","Pollenia","Polleniidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Episyrphus balteatus","eatenBy","ncbi","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Lepidoptera","eatenBy","ncbi","Lepidoptera",NA,NA,"Lepidoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Eristalis pertinax","eatenBy","ncbi","Eristalis pertinax","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Episyrphus balteatus","eatenBy","ncbi","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hemiptera","eatenBy","ncbi","Hemiptera",NA,NA,"Hemiptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Phaonia valida","eatenBy","ncbi","Phaonia valida","Phaonia","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga marshalli","preyedUponBy","ncbi","Sarcophaga marshalli","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Chrysomya albiceps","eatenBy","ncbi","Chrysomya albiceps","Chrysomya","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga carnaria","eatenBy","ncbi","Sarcophaga carnaria","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vertebrata","eatenBy","ncbi","Vertebrata",NA,NA,NA,NA,"Chordata","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Forficula","eatenBy","ncbi","Forficula","Forficula","Forficulidae","Dermaptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vertebrata","eatenBy","ncbi","Vertebrata",NA,NA,NA,NA,"Chordata","Metazoa"
"Vespa velutina","Hymenoptera","eatenBy","ncbi","Hymenoptera",NA,NA,"Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Chrysomya albiceps","eatenBy","ncbi","Chrysomya albiceps","Chrysomya","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Eristalis arbustorum","eatenBy","ncbi","Eristalis arbustorum","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Eristalis","eatenBy","ncbi","Eristalis","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Pollenia rudis","eatenBy","ncbi","Pollenia rudis","Pollenia","Polleniidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga lehmanni","eatenBy","ncbi","Sarcophaga lehmanni","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Bellardia bayeri","eatenBy","ncbi","Bellardia bayeri","Bellardia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Bellardia","eatenBy","ncbi","Bellardia","Bellardia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Araneidae","eatenBy","ncbi","Araneidae",NA,"Araneidae","Araneae","Arachnida","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Alydus calcaratus","eatenBy","ncbi","Alydus calcaratus","Alydus","Alydidae","Hemiptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Lucilia","eatenBy","ncbi","Lucilia","Lucilia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Mydaea humeralis","eatenBy","ncbi","Mydaea humeralis","Mydaea","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Araneus diadematus","eatenBy","ncbi","Araneus diadematus","Araneus","Araneidae","Araneae","Arachnida","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga variegata","eatenBy","ncbi","Sarcophaga variegata","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Pollenia rudis","eatenBy","ncbi","Pollenia rudis","Pollenia","Polleniidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Calliphora vomitoria","eatenBy","ncbi","Calliphora vomitoria","Calliphora","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Chrysotoxum bicinctum","preyedUponBy","ncbi","Chrysotoxum bicinctum","Chrysotoxum","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Calliphora vicina","eatenBy","ncbi","Calliphora vicina","Calliphora","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
