"","scientificName2","speciesKey","scientificName","rank","taxonomicStatus","kingdom","includes","ALIEN"
"1917","Columella edentula",5781039,"Columella edentula (Draparnaud, 1805)","SPECIES","ACCEPTED","Animalia","5781039: Columella edentula (Draparnaud, 1805)",FALSE
"1918","Colutea arborescens",7844167,"Colutea arborescens L.","SPECIES","ACCEPTED","Plantae","7844167: Colutea arborescens L.",TRUE
"1919","Comandra umbellata",2889777,"Comandra umbellata (L.) Nutt.","SPECIES","ACCEPTED","Plantae","3789764: Comandra elegans (Rochel ex Rchb.) Rchb.fil.",FALSE
"1920","Comarum palustre",3020532,"Comarum palustre L.","SPECIES","ACCEPTED","Plantae","3020532: Comarum palustre L.",FALSE
"1921","Comastoma tenellum",3840575,"Comastoma tenellum (Rottb.) Toyok.","SPECIES","ACCEPTED","Plantae","3840575: Comastoma tenellum (Rottb.) Toyok. | 3844418: Gentiana glacialis Vill.",FALSE
"1922","Comibaena bajularia",4523522,"Comibaena bajularia (Denis & Schiffermüller, 1775)","SPECIES","ACCEPTED","Animalia","4523522: Comibaena bajularia (Denis & Schiffermüller, 1775)",FALSE
"1923","Commelina coelestis",2764454,"Commelina coelestis Willd.","SPECIES","ACCEPTED","Plantae","2764454: Commelina coelestis Willd.",FALSE
"1924","Commelina communis",2764179,"Commelina communis L.","SPECIES","ACCEPTED","Plantae","2764179: Commelina communis L.",TRUE
"1925","Conicera similis",1546026,"Conicera similis Haliday, 1833","SPECIES","ACCEPTED","Animalia","1546026: Conicera similis Haliday, 1833 | 10464176: BOLD:ACF8494",FALSE
"1926","Coniophora puteana",5240101,"Coniophora puteana (Schumach.) P.Karst.","SPECIES","ACCEPTED","Fungi","5240118: Coniophora cerebella (Pers.) Pers.",FALSE
"1927","Conisania luteago",4534011,"Conisania luteago (Denis & Schiffermüller, 1775)","SPECIES","ACCEPTED","Animalia","4534011: Conisania luteago (Denis & Schiffermüller, 1775)",FALSE
"1928","Conistra erythrocephala",1768815,"Conistra erythrocephala (Denis & Schiffermüller, 1775)","SPECIES","ACCEPTED","Animalia","1768815: Conistra erythrocephala (Denis & Schiffermüller, 1775)",FALSE
"1929","Conistra rubiginosa",1768749,"Conistra rubiginosa (Scopoli, 1763)","SPECIES","ACCEPTED","Animalia","1768749: Conistra rubiginosa (Scopoli, 1763)",FALSE
"1930","Conistra vaccinii",1768702,"Conistra vaccinii (Linnaeus, 1761)","SPECIES","ACCEPTED","Animalia","1768702: Conistra vaccinii (Linnaeus, 1761)",FALSE
"1931","Conium maculatum",3034807,"Conium maculatum L.","SPECIES","ACCEPTED","Plantae","3034807: Conium maculatum L.",FALSE
"1932","Conocephalum conicum",2688562,"Conocephalum conicum (L.) Dumort.","SPECIES","ACCEPTED","Plantae","2688562: Conocephalum conicum (L.) Dumort.",FALSE
"1933","Conocephalum salebrosum",2688561,"Conocephalum salebrosum Szweyk., Buczk. & Odrzyk.","SPECIES","ACCEPTED","Plantae","2688561: Conocephalum salebrosum Szweyk., Buczk. & Odrzyk.",FALSE
"1934","Conocephalus dorsalis",1683331,"Conocephalus dorsalis (Latreille, 1804)","SPECIES","ACCEPTED","Animalia","1683331: Conocephalus dorsalis (Latreille, 1804)",FALSE
"1935","Conocephalus fuscus",1683067,"Conocephalus fuscus (Fabricius, 1793)","SPECIES","ACCEPTED","Animalia","1683067: Conocephalus fuscus (Fabricius, 1793) | 1683073: Conocephalus discolor Thunberg, 1815",FALSE
"1936","Conocephalus hastatus",1683248,"Conocephalus hastatus (Charpentier, 1825)","SPECIES","ACCEPTED","Animalia","1683248: Conocephalus hastatus (Charpentier, 1825)",FALSE
"1937","Conohypha albocremea",8252036,"Conohypha albocremea (Höhn. & Litsch.) Jülich","SPECIES","ACCEPTED","Fungi","8252036: Conohypha albocremea (Höhn. & Litsch.) Jülich",FALSE
"1938","Conops flavipes",11332233,"Conops flavipes De Geer, 1776","SPECIES","ACCEPTED","Animalia","11332233: Conops flavipes De Geer, 1776",FALSE
"1939","Conringia orientalis",3040913,"Conringia orientalis (L.) Dumort.","SPECIES","ACCEPTED","Plantae","3040913: Conringia orientalis (L.) Dumort.",FALSE
"1940","Convallaria majalis",7459480,"Convallaria majalis L.","SPECIES","ACCEPTED","Plantae","7459480: Convallaria majalis L.",FALSE
"1941","Convolvulus althaeoides",2928400,"Convolvulus althaeoides L.","SPECIES","ACCEPTED","Plantae","2928400: Convolvulus althaeoides L.",FALSE
"1942","Convolvulus arvensis",2928390,"Convolvulus arvensis L.","SPECIES","ACCEPTED","Plantae","2928390: Convolvulus arvensis L.",FALSE
"1943","Convolvulus cantabrica",3681277,"Convolvulus cantabrica L.","SPECIES","ACCEPTED","Plantae","3681277: Convolvulus cantabrica L.",FALSE
"1944","Convolvulus elegantissimus",3679859,"Convolvulus elegantissimus Mill.","SPECIES","ACCEPTED","Plantae","3679859: Convolvulus elegantissimus Mill.",FALSE
"1945","Convolvulus lineatus",3677112,"Convolvulus lineatus L.","SPECIES","ACCEPTED","Plantae","3677112: Convolvulus lineatus L.",FALSE
"1946","Convolvulus persicus",3680269,"Convolvulus persicus L.","SPECIES","ACCEPTED","Plantae","3680269: Convolvulus persicus L.",FALSE
"1947","Convolvulus tricolor",7162908,"Convolvulus tricolor L.","SPECIES","ACCEPTED","Plantae","7162908: Convolvulus tricolor L.",FALSE
"1948","Conyzicola lurida",7596477,"Conyzicola lurida Kim et al., 2014","SPECIES","ACCEPTED","Bacteria","7596477: Conyzicola lurida Kim et al., 2014",FALSE
"1949","Coomansus menzeli",4555553,"Coomansus menzeli Loof & Winiszewska-Slipinska, 1993","SPECIES","ACCEPTED","Animalia","4555553: Coomansus menzeli Loof & Winiszewska-Slipinska, 1993",FALSE
"1950","Coomansus parvus",4555562,"Coomansus parvus (de Man, 1880) Jairajpuri & Khan, 1977","SPECIES","ACCEPTED","Animalia","4555562: Coomansus parvus (de Man, 1880) Jairajpuri & Khan, 1977",FALSE
"1951","Coprimorphus scrutator",1065995,"Coprimorphus scrutator (Herbst, 1789)","SPECIES","ACCEPTED","Animalia","1065995: Coprimorphus scrutator (Herbst, 1789)",FALSE
"1952","Coprinellus disseminatus",2534625,"Coprinellus disseminatus (Pers.) J.E.Lange","SPECIES","ACCEPTED","Fungi","2534625: Coprinellus disseminatus (Pers.) J.E.Lange",FALSE
"1953","Coprinellus micaceus",2534578,"Coprinellus micaceus (Bull.) Vilgalys, Hopple & Jacq.Johnson","SPECIES","ACCEPTED","Fungi","2534578: Coprinellus micaceus (Bull.) Vilgalys, Hopple & Jacq.Johnson",FALSE
"1954","Coprinopsis picacea",5242777,"Coprinopsis picacea (Bull.) Redhead, Vilgalys & Moncalvo","SPECIES","ACCEPTED","Fungi","5242777: Coprinopsis picacea (Bull.) Redhead, Vilgalys & Moncalvo",FALSE
"1955","Coprinus comatus",7987658,"Coprinus comatus (O.F.Müll.) Pers.","SPECIES","ACCEPTED","Fungi","7987658: Coprinus comatus (O.F.Müll.) Pers.",FALSE
"1956","Copris lunaris",4997515,"Copris lunaris (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","4997515: Copris lunaris (Linnaeus, 1758)",FALSE
"1957","Coptosoma scutellatum",6096723,"Coptosoma scutellatum (Geoffroy, 1785)","SPECIES","ACCEPTED","Animalia","6096723: Coptosoma scutellatum (Geoffroy, 1785)",FALSE
"1958","Coquillettidia richiardii",1648899,"Coquillettidia richiardii (Ficalbi, 1889)","SPECIES","ACCEPTED","Animalia","1648899: Coquillettidia richiardii (Ficalbi, 1889)",FALSE
"1959","Coracias garrulus",2475365,"Coracias garrulus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2475365: Coracias garrulus Linnaeus, 1758 | 7191480: Coracias garrulus garrulus",FALSE
"1960","Coraebus elatus",4432427,"Coraebus elatus (Fabricius, 1787)","SPECIES","ACCEPTED","Animalia","4432427: Coraebus elatus (Fabricius, 1787)",FALSE
"1961","Coraebus fasciatus",9273255,"Coraebus fasciatus (Villers, 1789)","SPECIES","ACCEPTED","Animalia","9273255: Coraebus fasciatus (Villers, 1789)",FALSE
"1962","Coraebus rubi",4432424,"Coraebus rubi (Linnaeus, 1767)","SPECIES","ACCEPTED","Animalia","4432424: Coraebus rubi (Linnaeus, 1767)",FALSE
"1963","Corallorhiza trifida",2797313,"Corallorhiza trifida Châtel.","SPECIES","ACCEPTED","Plantae","2797313: Corallorhiza trifida Châtel.",FALSE
"1964","Corbicula fluminea",8190231,"Corbicula fluminea (O.F.Müller, 1774)","SPECIES","ACCEPTED","Animalia","8190231: Corbicula fluminea (O.F.Müller, 1774)",TRUE
"1965","Cordilura albilabris",11213467,"Cordilura albilabris (Fabricius, 1805)","SPECIES","ACCEPTED","Animalia","1555753: Phrosia albilabris (Fabricius, 1805)",FALSE
"1966","Cordulegaster bidentata",1421193,"Cordulegaster bidentata Selys, 1843","SPECIES","ACCEPTED","Animalia","1421193: Cordulegaster bidentata Selys, 1843",FALSE
"1967","Cordulegaster heros",1421199,"Cordulegaster heros Theischinger, 1979","SPECIES","ACCEPTED","Animalia","1421199: Cordulegaster heros Theischinger, 1979",FALSE
"1968","Cordulia aenea",1429717,"Cordulia aenea Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","1429717: Cordulia aenea Linnaeus, 1758",FALSE
"1969","Cordylepherus viridis",4449081,"Cordylepherus viridis (Fabricius, 1787)","SPECIES","ACCEPTED","Animalia","4449081: Cordylepherus viridis (Fabricius, 1787)",FALSE
"1970","Coregonus lavaretus",2351211,"Coregonus lavaretus (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","2351211: Coregonus lavaretus (Linnaeus, 1758)",TRUE
"1971","Coremacera marginata",1444574,"Coremacera marginata (Fabricius, 1775)","SPECIES","ACCEPTED","Animalia","1444574: Coremacera marginata (Fabricius, 1775)",FALSE
"1972","Coreopsis lanceolata",3133938,"Coreopsis lanceolata L.","SPECIES","ACCEPTED","Plantae","3133938: Coreopsis lanceolata L.",TRUE
"1973","Coreopsis tinctoria",3133950,"Coreopsis tinctoria Nutt.","SPECIES","ACCEPTED","Plantae","3133950: Coreopsis tinctoria Nutt.",TRUE
"1974","Coreus marginatus",4388646,"Coreus marginatus (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","4388646: Coreus marginatus (Linnaeus, 1758) | 4388647: Coreus marginatus marginatus",FALSE
"1975","Coriandrum sativum",3034871,"Coriandrum sativum L.","SPECIES","ACCEPTED","Plantae","3034871: Coriandrum sativum L.",TRUE
"1976","Coriomeris scabricornis",4391547,"Coriomeris scabricornis (Panzer, 1805)","SPECIES","ACCEPTED","Animalia","4391548: Coriomeris scabricornis scabricornis",FALSE
"1977","Corispermum nitidum",3083973,"Corispermum nitidum Kit. ex Schult.","SPECIES","ACCEPTED","Plantae","3083973: Corispermum nitidum Kit. ex Schult.",FALSE
"1978","Corizus hyoscyami",4391874,"Corizus hyoscyami (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","4391874: Corizus hyoscyami (Linnaeus, 1758)",FALSE
"1979","Cormus domestica",3013215,"Cormus domestica (L.) Spach","SPECIES","ACCEPTED","Plantae","3013206: Sorbus domestica L.",FALSE
"1980","Cornu aspersum",5858758,"Cornu aspersum (O.F.Müller, 1774)","SPECIES","ACCEPTED","Animalia","5858758: Cornu aspersum (O.F.Müller, 1774)",FALSE
"1981","Cornus mas",3082263,"Cornus mas L.","SPECIES","ACCEPTED","Plantae","3082263: Cornus mas L.",FALSE
"1982","Cornus sanguinea",3082234,"Cornus sanguinea L.","SPECIES","ACCEPTED","Plantae","3082234: Cornus sanguinea L.",FALSE
"1983","Coronella austriaca",5959617,"Coronella austriaca Laurenti, 1768","SPECIES","ACCEPTED","Animalia","5959617: Coronella austriaca Laurenti, 1768",FALSE
"1984","Coronilla scorpioides",5348644,"Coronilla scorpioides (L.) W.D.J.Koch","SPECIES","ACCEPTED","Plantae","5348644: Coronilla scorpioides (L.) W.D.J.Koch",FALSE
"1985","Coronilla varia",5350005,"Coronilla varia L.","SPECIES","ACCEPTED","Plantae","5350000: Securigera varia (L.) Lassen",FALSE
"1986","Corticium confine",7180669,"Corticium confine Bourdot & Galzin","SPECIES","ACCEPTED","Fungi","2555925: Trechispora confinis (Bourdot & Galzin) Liberta",FALSE
"1987","Cortinarius cinnamomeus",8028942,"Cortinarius cinnamomeus (L.) Gray","SPECIES","ACCEPTED","Fungi","2528784: Cortinarius cinnamomeus (L.) Fr.",FALSE
"1988","Cortinarius delibutus",2529412,"Cortinarius delibutus Fr.","SPECIES","ACCEPTED","Fungi","2529412: Cortinarius delibutus Fr.",FALSE
"1989","Cortinarius transiens",3350924,"Cortinarius transiens (Melot) Soop","SPECIES","ACCEPTED","Fungi","3351028: Cortinarius salor subsp. transiens Melot",FALSE
"1990","Cortinarius trivialis",2529014,"Cortinarius trivialis J.E.Lange","SPECIES","ACCEPTED","Fungi","2529014: Cortinarius trivialis J.E.Lange",FALSE
"1991","Cortinarius violaceus",2529040,"Cortinarius violaceus (L.) Gray","SPECIES","ACCEPTED","Fungi","2529040: Cortinarius violaceus (L.) Gray",FALSE
"1992","Corvus corax",2482492,"Corvus corax Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2482492: Corvus corax Linnaeus, 1758 | 7192172: Corvus corax corax",FALSE
"1993","Corvus cornix",2482515,"Corvus cornix Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2482515: Corvus cornix Linnaeus, 1758 | 6092095: Corvus cornix sharpii Oates, 1889 | 6171815: Corvus cornix cornix | 6486589: Corvus corone cornix Linnaeus, 1758",FALSE
"1994","Corvus corone",9409796,"Corvus corone Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","9409796: Corvus corone Linnaeus, 1758",FALSE
"1995","Corvus frugilegus",2482513,"Corvus frugilegus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2482513: Corvus frugilegus Linnaeus, 1758 | 6171820: Corvus frugilegus frugilegus",FALSE
"1996","Corydalis cava",5530881,"Corydalis cava (L.) Schweigg. & Körte","SPECIES","ACCEPTED","Plantae","5530881: Corydalis cava (L.) Schweigg. & Körte | 7948263: Corydalis cava subsp. marschalliana (Willd.) Hayek",FALSE
"1997","Corydalis solida",5334208,"Corydalis solida (L.) Clairv.","SPECIES","ACCEPTED","Plantae","5334208: Corydalis solida (L.) Clairv. | 7314908: Corydalis solida subsp. solida",FALSE
"1998","Corylus avellana",2875979,"Corylus avellana L.","SPECIES","ACCEPTED","Plantae","2875979: Corylus avellana L.",FALSE
"1999","Corylus colurna",2875968,"Corylus colurna L.","SPECIES","ACCEPTED","Plantae","2875968: Corylus colurna L.",FALSE
"2000","Corylus maxima",2876049,"Corylus maxima Mill.","SPECIES","ACCEPTED","Plantae","2876049: Corylus maxima Mill.",FALSE
"2001","Coryneum foliicola",2568615,"Coryneum foliicola Fuckel","SPECIES","ACCEPTED","Fungi","2568615: Coryneum foliicola Fuckel",FALSE
"2002","Corynis mutabilis",4490183,"Corynis mutabilis (Tischbein, 1852)","SPECIES","ACCEPTED","Animalia","4490183: Corynis mutabilis (Tischbein, 1852)",FALSE
"2003","Corythucha arcuata",2020671,"Corythucha arcuata (Say, 1832)","SPECIES","ACCEPTED","Animalia","2020671: Corythucha arcuata (Say, 1832)",TRUE
"2004","Corythucha ciliata",2020655,"Corythucha ciliata (Say, 1832)","SPECIES","ACCEPTED","Animalia","2020655: Corythucha ciliata (Say, 1832)",TRUE
"2005","Coscinia striata",5117200,"Coscinia striata (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","7656811: Spiris striata (Linnaeus, 1758)",FALSE
"2006","Coslenchus costatus",2284195,"Coslenchus costatus (de Man, 1921) Siddiqi, 1978","SPECIES","ACCEPTED","Animalia","2284195: Coslenchus costatus (de Man, 1921) Siddiqi, 1978",FALSE
"2007","Cosmia trapezina",1769566,"Cosmia trapezina (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","1769566: Cosmia trapezina (Linnaeus, 1758)",FALSE
"2008","Cosmorhoe ocellata",1970213,"Cosmorhoe ocellata (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","1970213: Cosmorhoe ocellata (Linnaeus, 1758)",FALSE
"2009","Cosmos bipinnatus",3098912,"Cosmos bipinnatus Cav.","SPECIES","ACCEPTED","Plantae","3098912: Cosmos bipinnatus Cav.",TRUE
"2010","Cosmos sulphureus",3098951,"Cosmos sulphureus Cav.","SPECIES","ACCEPTED","Plantae","3098951: Cosmos sulphureus Cav.",FALSE
"2011","Cossus cossus",5101394,"Cossus cossus (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","5101394: Cossus cossus (Linnaeus, 1758) | 10290578: BOLD:ACE8991",FALSE
"2012","Cota austriaca",5390636,"Cota austriaca (Jacq.) Sch.Bip.","SPECIES","ACCEPTED","Plantae","3102828: Anthemis austriaca Jacq.",FALSE
"2013","Cota macrantha",8068317,"Cota macrantha (Heuff.) Holub","SPECIES","ACCEPTED","Plantae","3102739: Anthemis macrantha Heuff.",FALSE
"2014","Cota tinctoria",5390618,"Cota tinctoria (L.) J.Gay","SPECIES","ACCEPTED","Plantae","3102756: Anthemis tinctoria L. | 5390618: Cota tinctoria (L.) J.Gay | 7838009: Cota tinctoria (L.) J.Gay ex Guss.",FALSE
"2015","Cotinus coggygria",3190522,"Cotinus coggygria Scop.","SPECIES","ACCEPTED","Plantae","3190522: Cotinus coggygria Scop.",FALSE
"2016","Cotoneaster integerrimus",3025576,"Cotoneaster integerrimus Medik.","SPECIES","ACCEPTED","Plantae","3025576: Cotoneaster integerrimus Medik.",FALSE
"2017","Cotoneaster pyrenaicus",3026039,"Cotoneaster pyrenaicus Chanc.","SPECIES","ACCEPTED","Plantae","3026039: Cotoneaster pyrenaicus Chanc.",FALSE
"2018","Cotoneaster tomentosus",7916436,"Cotoneaster tomentosus (Aiton) Lindl.","SPECIES","ACCEPTED","Plantae","7916436: Cotoneaster tomentosus (Aiton) Lindl.",FALSE
"2019","Cottus gobio",7807208,"Cottus gobio Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","7807208: Cottus gobio Linnaeus, 1758",FALSE
"2020","Cottus poecilopus",2334159,"Cottus poecilopus Heckel, 1837","SPECIES","ACCEPTED","Animalia","2334159: Cottus poecilopus Heckel, 1837",FALSE
"2021","Coturnix coturnix",2474156,"Coturnix coturnix (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","2474156: Coturnix coturnix (Linnaeus, 1758)",FALSE
"2022","Crambe maritima",5373533,"Crambe maritima L.","SPECIES","ACCEPTED","Plantae","5373533: Crambe maritima L.",FALSE
"2023","Crambe tataria",5373485,"Crambe tataria Sebeók","SPECIES","ACCEPTED","Plantae","5373485: Crambe tataria Sebeók",FALSE
"2024","Crambe tatarica",8298726,"Crambe tatarica Sebeók","SPECIES","ACCEPTED","Plantae","8298726: Crambe tatarica Sebeók",FALSE
"2025","Crambus lathoniellus",1879959,"Crambus lathoniellus (Zincken, 1817)","SPECIES","ACCEPTED","Animalia","1879959: Crambus lathoniellus (Zincken, 1817)",FALSE
"2026","Crambus perlella",4531526,"Crambus perlella (Scopoli, 1763)","SPECIES","ACCEPTED","Animalia","4531526: Crambus perlella (Scopoli, 1763)",FALSE
"2027","Crambus pratella",1880139,"Crambus pratella (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","1880139: Crambus pratella (Linnaeus, 1758)",FALSE
"2028","Craniophora ligustri",1791422,"Craniophora ligustri (Denis & Schiffermüller, 1775)","SPECIES","ACCEPTED","Animalia","1791422: Craniophora ligustri (Denis & Schiffermüller, 1775)",FALSE
"2029","Crassolabium ettersbergense",10649385,"Crassolabium ettersbergense (de Man, 1885)","SPECIES","ACCEPTED","Animalia","4554735: Thonus ettersbergensis (De Man, 1885)",FALSE
"2030","Crataegus laevigata",8252683,"Crataegus laevigata (Poir.) DC.","SPECIES","ACCEPTED","Plantae","8252683: Crataegus laevigata (Poir.) DC.",FALSE
"2031","Crataegus monogyna",9220780,"Crataegus monogyna Jacq.","SPECIES","ACCEPTED","Plantae","9220780: Crataegus monogyna Jacq.",FALSE
"2032","Crataegus oxyacantha",8358065,"Crataegus oxyacantha Thuill.","SPECIES","ACCEPTED","Plantae","8358065: Crataegus oxyacantha Thuill.",FALSE
"2033","Crataegus pentagyna",3014430,"Crataegus pentagyna Waldst. & Kit. ex Willd.","SPECIES","ACCEPTED","Plantae","3014430: Crataegus pentagyna Waldst. & Kit. ex Willd. | 7271909: Crataegus pentagyna subsp. pentagyna",FALSE
"2034","Crataegus rhipidophylla",9047268,"Crataegus rhipidophylla Gand.","SPECIES","ACCEPTED","Plantae","8193213: Crataegus curvisepala Lindm.",FALSE
"2035","Craterellus cornucopioides",2554662,"Craterellus cornucopioides (L.) Pers.","SPECIES","ACCEPTED","Fungi","2554662: Craterellus cornucopioides (L.) Pers.",FALSE
"2036","Cratoneuron filicinum",2673131,"Cratoneuron filicinum Spruce, 1867","SPECIES","ACCEPTED","Plantae","2673131: Cratoneuron filicinum Spruce, 1867",FALSE
"2037","Crematogaster schmidti",1325195,"Crematogaster schmidti (Mayr, 1853)","SPECIES","ACCEPTED","Animalia","1325195: Crematogaster schmidti (Mayr, 1853)",FALSE
"2038","Crepidodera aurata",4462742,"Crepidodera aurata (Marsham, 1802)","SPECIES","ACCEPTED","Animalia","4462742: Crepidodera aurata (Marsham, 1802)",FALSE
"2039","Crepis biennis",5403531,"Crepis biennis L.","SPECIES","ACCEPTED","Plantae","5403531: Crepis biennis L.",FALSE
"2040","Crepis blattarioides",5403359,"Crepis blattarioides (L.) Vill.","SPECIES","ACCEPTED","Plantae","5403525: Crepis conyzifolia (Gouan) A.Kern.",FALSE
"2041","Crepis capillaris",5403304,"Crepis capillaris (L.) Wallr.","SPECIES","ACCEPTED","Plantae","5403304: Crepis capillaris (L.) Wallr.",FALSE
"2042","Crepis foetida",5403470,"Crepis foetida L.","SPECIES","ACCEPTED","Plantae","5403470: Crepis foetida L. | 5702884: Crepis rhoeadifolia M.Bieb.",FALSE
"2043","Crepis jacquinii",5403329,"Crepis jacquinii Tausch","SPECIES","ACCEPTED","Plantae","5403329: Crepis jacquinii Tausch",FALSE
"2044","Crepis paludosa",5403296,"Crepis paludosa (L.) Moench","SPECIES","ACCEPTED","Plantae","5403296: Crepis paludosa (L.) Moench",FALSE
